"";"Localidad";"Ind_localidad";"DAP_cm";"Altura_m";"WD";"X";"Y";"Parcela"
"3660";"Anori";"11_2";32,5;NA;0,445375;22;5;"Anori_2_1"
"3665";"Anori";"11_7";16,81;20,88;0,8615;28,2462;10,4137;"Anori_2_1"
"3671";"Anori";"11_15";28,81;NA;0,578086944;31,25;15,25;"Anori_2_1"
"3676";"Anori";"11_20";37,12;NA;0,590804235;34;15,25;"Anori_2_1"
"3682";"Anori";"11_26";13,11;16,2;0,56821129;34;4;"Anori_2_1"
"3690";"Anori";"11_34";13,47;NA;0,695;26,9999;20,9677;"Anori_2_2"
"3695";"Anori";"11_39";30,84;16,25;0,510402667;34,5;23,75;"Anori_2_2"
"3700";"Anori";"11_44";25,66;NA;0,590807018;21,023;29,829;"Anori_2_2"
"3706";"Anori";"11_50";10,57;NA;0,445375;38,5;31;"Anori_2_2"
"3711";"Anori";"11_55";14,45;NA;0,647;39;38,5;"Anori_2_2"
"3716";"Anori";"11_60";32,15;22,8;0,7835;34,75;43,5;"Anori_2_3"
"3721";"Anori";"11_65";18,34;NA;0,457;25,5;47,25;"Anori_2_3"
"3726";"Anori";"11_70";19,45;17,05;0,590804235;26;51;"Anori_2_3"
"3731";"Anori";"11_75";15,22;20,5;0,590804235;28,25;59,5;"Anori_2_3"
"3736";"Anori";"11_80";11,17;NA;0,590804235;35,25;51;"Anori_2_3"
"3741";"Anori";"11_85";37,02;25,99;0,590804235;37,5;59,5;"Anori_2_3"
"3746";"Anori";"11_90";16,08;17,85;0,539081638;33;55,5;"Anori_2_3"
"3751";"Anori";"11_95";10,5;NA;0,629222222;37,5;63;"Anori_2_4"
"3756";"Anori";"11_100";19,96;17,42;0,56821129;33,75;65,25;"Anori_2_4"
"3761";"Anori";"11_105";15,47;NA;0,825263021;24,5;65,5;"Anori_2_4"
"3766";"Anori";"11_110";10,4;NA;0,458531818;20,5;65;"Anori_2_4"
"3771";"Anori";"11_115";29,48;21,61;0,700799975;22,5;72,5;"Anori_2_4"
"3777";"Anori";"11_121";17,38;NA;0,590804235;39;79,5;"Anori_2_4"
"3783";"Anori";"11_127";13,62;NA;0,590804235;32,25;88,75;"Anori_2_5"
"3788";"Anori";"11_132";16,87;NA;0,488133333;22;86,5;"Anori_2_5"
"3793";"Anori";"11_137";20,75;13,13;0,590804235;21;99;"Anori_2_5"
"3798";"Anori";"11_142";10,63;NA;0,7835;26,75;93,75;"Anori_2_5"
"3803";"Anori";"11_147";20,98;16;0,590804235;33;92;"Anori_2_5"
"3808";"Anori";"11_152";14,71;14,44;0,457;34;95,5;"Anori_2_5"
"3813";"Anori";"11_157";13,11;NA;0,590804235;37;92;"Anori_2_5"
"3818";"Anori";"11_162";14,01;NA;0,590804235;54,75;2,75;"Anori_3_1"
"3823";"Anori";"11_167";18,88;NA;0,514030303;41;0,5;"Anori_3_1"
"3828";"Anori";"11_172";31,07;NA;0,7835;47,943;12,379;"Anori_3_1"
"3833";"Anori";"11_177";10,5;NA;0,578086944;50,5;13,5;"Anori_3_1"
"3838";"Anori";"11_182";17,41;NA;0,539081638;58;10,5;"Anori_3_1"
"3843";"Anori";"11_187";14,83;NA;0,695;58,5;18,5;"Anori_3_1"
"3848";"Anori";"11_192";12,96;NA;0,619;59;22,75;"Anori_3_2"
"3854";"Anori";"11_198";14,67;13,13;0,590804235;51;26;"Anori_3_2"
"3859";"Anori";"11_203";14,23;NA;0,603;40,75;20,75;"Anori_3_2"
"3864";"Anori";"11_208";17,38;20;0,457;46,5;30,75;"Anori_3_2"
"3869";"Anori";"11_213";12,26;17;0,52;53,25;38;"Anori_3_2"
"3875";"Anori";"11_219";28,11;NA;0,700799975;59;46;"Anori_3_3"
"3880";"Anori";"11_224";26,01;NA;0,445375;51,5;42,5;"Anori_3_3"
"3885";"Anori";"11_229";11,62;13,54;0,71;47,864;48,737;"Anori_3_3"
"3891";"Anori";"11_235";10,98;NA;0,568825304;41,636;41,837;"Anori_3_3"
"3896";"Anori";"11_240";20,53;NA;0,457;45;58,5;"Anori_3_3"
"3901";"Anori";"11_245";31,9;21,85;0,52;57;52;"Anori_3_3"
"3906";"Anori";"11_250";12,45;NA;0,568825304;58;61;"Anori_3_4"
"3911";"Anori";"11_255";13,43;NA;0,590804235;52,5;64,75;"Anori_3_4"
"3916";"Anori";"11_260";16,04;NA;0,56821129;47;60,5;"Anori_3_4"
"3921";"Anori";"11_265";10,89;14,05;0,629222222;46,5;68;"Anori_3_4"
"3927";"Anori";"11_271";12,06;NA;0,695;42;77;"Anori_3_4"
"3932";"Anori";"11_276";15,98;NA;0,590804235;55;76,5;"Anori_3_4"
"3937";"Anori";"11_281";12,35;NA;0,629222222;53;71,5;"Anori_3_4"
"3942";"Anori";"11_286";15,34;NA;0,825;57,5;76;"Anori_3_4"
"3947";"Anori";"11_291";17,28;NA;0,7835;59,5144;85;"Anori_3_5"
"3952";"Anori";"11_296";32,15;NA;0,590804235;54,5;87;"Anori_3_5"
"3957";"Anori";"11_301";20,72;NA;0,825;50,5;87,5;"Anori_3_5"
"3962";"Anori";"11_306";14,23;NA;0,590804235;44,5;84;"Anori_3_5"
"3967";"Anori";"11_311";20,34;NA;0,7835;44;91,5;"Anori_3_5"
"3972";"Anori";"11_316";11,36;NA;0,687841172;40,25;99;"Anori_3_5"
"3977";"Anori";"11_321";15,69;NA;0,629222222;42;98;"Anori_3_5"
"3982";"Anori";"11_326";14,96;NA;0,700799975;50,25;91,5;"Anori_3_5"
"3987";"Anori";"11_331";17,67;16,2;0,8615;55;94;"Anori_3_5"
"3992";"Anori";"11_337";11,3;NA;0,49;57,5;97,5;"Anori_3_5"
"3997";"Anori";"11_342";14,04;16,08;0,619;76;4,5;"Anori_4_1"
"4002";"Anori";"11_347";14,64;NA;0,629222222;72,5;5,25;"Anori_4_1"
"4007";"Anori";"11_352";16,97;NA;0,700799975;63,5;2,5;"Anori_4_1"
"4012";"Anori";"11_357";16,97;13,15;0,52;61,5;3;"Anori_4_1"
"4018";"Anori";"11_363";13,27;NA;0,49;66;7;"Anori_4_1"
"4023";"Anori";"11_368";21,65;NA;0,578086944;67;16;"Anori_4_1"
"4028";"Anori";"11_374";17,89;17,2;0,590804235;71;18;"Anori_4_1"
"4033";"Anori";"11_379";14,74;16,55;0,776833333;76;18,75;"Anori_4_1"
"4038";"Anori";"11_384";11,08;15,7;0,590804235;77;25,5;"Anori_4_2"
"4043";"Anori";"11_389";15,34;13,4;0,629222222;73,5;29,5;"Anori_4_2"
"4049";"Anori";"11_395";14,1;15,5;0,665168724;63;28;"Anori_4_2"
"4054";"Anori";"11_400";12,96;13,01;0,457;66,9287;20,6065;"Anori_4_2"
"4059";"Anori";"11_405";23,14;NA;0,579127778;60,5;39,5;"Anori_4_2"
"4064";"Anori";"11_410";10,41;NA;0,562449275;77,5;39,25;"Anori_4_2"
"4069";"Anori";"11_415";18,59;15,3;0,695;77;46,5;"Anori_4_3"
"4074";"Anori";"11_420";12,26;NA;0,49;72,5;43;"Anori_4_3"
"4079";"Anori";"11_425";12,32;NA;0,609456771;74,5;49,5;"Anori_4_3"
"4084";"Anori";"11_430";12,61;NA;0,79817;68;46;"Anori_4_3"
"4089";"Anori";"11_435";16,68;14,3;0,825;66,25;42,25;"Anori_4_3"
"4094";"Anori";"11_440";27,92;26,21;0,700799975;61;41,5;"Anori_4_3"
"4099";"Anori";"11_445";11,91;NA;0,590804235;61,5;48;"Anori_4_3"
"4104";"Anori";"11_450";13,08;NA;0,695;60,25;59;"Anori_4_3"
"4109";"Anori";"11_456";11,14;NA;0,79817;71;55,25;"Anori_4_3"
"4114";"Anori";"11_461";13,69;NA;0,695;78,5;58,5;"Anori_4_3"
"4119";"Anori";"11_466";14,61;NA;0,695;79,4951;61;"Anori_4_4"
"4124";"Anori";"11_471";13,59;NA;0,700799975;79;68,5;"Anori_4_4"
"4129";"Anori";"11_476";12,89;NA;0,590804235;73;61,5;"Anori_4_4"
"4134";"Anori";"11_481";15,92;NA;0,825;64,75;69,75;"Anori_4_4"
"4139";"Anori";"11_486";19,16;15,16;0,695;68,5;60,5;"Anori_4_4"
"4144";"Anori";"11_491";11,56;13,88;0,56821129;60,5;71;"Anori_4_4"
"4149";"Anori";"11_496";10,76;NA;0,590804235;64;78,5;"Anori_4_4"
"4154";"Anori";"11_501";11,17;NA;0,722760274;69;73;"Anori_4_4"
"4159";"Anori";"11_506";21,65;NA;0,771333333;79;78;"Anori_4_4"
"4164";"Anori";"11_511";28,93;19,78;0,466666667;75,5;75,5;"Anori_4_4"
"4169";"Anori";"11_516";15,02;NA;0,7835;74,5;83;"Anori_4_5"
"4174";"Anori";"11_521";18,37;14,3;0,590804235;69,828;87,471;"Anori_4_5"
"4179";"Anori";"11_526";16,23;NA;0,700799975;69;84,5;"Anori_4_5"
"4184";"Anori";"11_531";29,09;24,9;0,700799975;62,5;85,5;"Anori_4_5"
"4189";"Anori";"11_536";16,78;13,2;0,700799975;60;90,5;"Anori_3_5"
"4194";"Anori";"11_541";12,45;NA;0,825263021;62;95,5;"Anori_4_5"
"4199";"Anori";"11_546";11,01;NA;0,590804235;67;98;"Anori_4_5"
"4204";"Anori";"11_551";13,15;NA;0,45;78,25;94,75;"Anori_4_5"
"4209";"Anori";"11_556";12,16;NA;0,539081638;99;7,75;"Anori_5_1"
"4214";"Anori";"11_561";15,22;NA;0,695;94,75;4,75;"Anori_5_1"
"4219";"Anori";"11_566";16,01;14,5;0,457;90,25;8;"Anori_5_1"
"4224";"Anori";"11_571";13,5;18;0,825;86,25;6,75;"Anori_5_1"
"4229";"Anori";"11_576";12,86;NA;0,466666667;83;10;"Anori_5_1"
"4234";"Anori";"11_581";15,28;NA;0,695;86,5;13;"Anori_5_1"
"4239";"Anori";"11_586";15,98;NA;0,457;81,25;17;"Anori_5_1"
"4245";"Anori";"11_592";12,22;NA;0,378;88,5;18,5;"Anori_5_1"
"4250";"Anori";"11_597";15,09;20,1;0,485664744;89,25;10,5;"Anori_5_1"
"4255";"Anori";"11_602";11,21;NA;0,695;94,5;12,5;"Anori_5_1"
"4260";"Anori";"11_607";16,65;NA;0,56821129;97;11,5;"Anori_5_1"
"4265";"Anori";"11_612";17,51;NA;0,562449275;94;23;"Anori_5_2"
"4270";"Anori";"11_617";16,33;NA;0,56821129;96,4229;20,6938;"Anori_5_2"
"4275";"Anori";"11_622";11,33;NA;0,485664744;83,5;23,75;"Anori_5_2"
"4280";"Anori";"11_627";11,78;NA;0,812257292;82;30,5197;"Anori_5_2"
"4285";"Anori";"11_632";12,26;14;0,568825304;84;34,75;"Anori_5_2"
"4290";"Anori";"11_637";20,18;16,5;0,457;89,5291;35,1674;"Anori_5_2"
"4295";"Anori";"11_642";16,87;NA;0,49;84;38,5;"Anori_5_2"
"4300";"Anori";"11_647";23,97;NA;0,458531818;92;39,75;"Anori_5_2"
"4305";"Anori";"11_653";12,38;NA;0,695;94;32;"Anori_5_2"
"4310";"Anori";"11_658";13,08;NA;0,676428571;94,75;43,5;"Anori_5_3"
"4315";"Anori";"11_663";15,47;NA;0,825;98,5;48;"Anori_5_3"
"4321";"Anori";"11_669";12,29;NA;0,46;87;46;"Anori_5_3"
"4326";"Anori";"11_674";11,71;12,44;0,579127778;84;42,5;"Anori_5_3"
"4332";"Anori";"11_680";13,66;NA;0,539081638;83,5;51,75;"Anori_5_3"
"4337";"Anori";"11_685";20,69;NA;0,539081638;85,75;51,5;"Anori_5_3"
"4342";"Anori";"11_690";11,27;NA;0,49;89;54,5;"Anori_5_3"
"4348";"Anori";"11_696";15,73;13,48;0,825;92,25;57;"Anori_5_3"
"4353";"Anori";"11_701";14,2;NA;0,590804235;98;55,75;"Anori_5_3"
"4358";"Anori";"11_706";18,78;NA;0,466666667;96,5;66,75;"Anori_5_4"
"4363";"Anori";"11_711";12,64;NA;0,629222222;84,5;67;"Anori_5_4"
"4368";"Anori";"11_716";11,11;NA;0,590804235;85,5;60,5;"Anori_5_4"
"4373";"Anori";"11_721";14,32;NA;0,562449275;81,5;61;"Anori_5_4"
"4378";"Anori";"11_726";20,79;NA;0,700799975;84;76;"Anori_5_4"
"4383";"Anori";"11_731";20,6;NA;0,7835;94;77,5;"Anori_5_4"
"4388";"Anori";"11_736";12;13,9;0,539081638;96;82,5;"Anori_5_5"
"4394";"Anori";"11_742";12,22;NA;0,695;93,5;87,5;"Anori_5_5"
"4399";"Anori";"11_747";18,43;18;0,753333333;88,5;82;"Anori_5_5"
"4404";"Anori";"11_752";31,51;NA;0,457;88,5;89,5;"Anori_5_5"
"4409";"Anori";"11_757";12,48;14,09;0,579127778;88;94;"Anori_5_5"
"4414";"Anori";"11_762";13,24;NA;0,590804235;86,5;98;"Anori_5_5"
"4419";"Anori";"11_767";13,31;14,71;0,611854167;94;96,5;"Anori_5_5"
"4424";"Anori";"11_772";10,98;NA;0,695;98;93;"Anori_5_5"
"4429";"Anori";"11_777";12,03;21,3;0,539081638;18,5;3;"Anori_1_1"
"4436";"Anori";"11_784";12,32;NA;0,578086944;7,5;4,5;"Anori_1_1"
"4442";"Anori";"11_790";11,78;NA;0,408433333;0,5;16;"Anori_1_1"
"4447";"Anori";"11_795";41,09;28,88;0,590804235;14,5;13;"Anori_1_1"
"4454";"Anori";"11_802";16,46;18,29;0,514030303;11,5;27,5;"Anori_1_2"
"4459";"Anori";"11_807";29,09;NA;0,539081638;2;25;"Anori_1_2"
"4465";"Anori";"11_814";18,37;22,5;0,578086944;2;30,5;"Anori_1_2"
"4471";"Anori";"11_820";10,66;15,83;0,578086944;14;31;"Anori_1_2"
"4476";"Anori";"11_825";19,96;NA;0,590804235;12;38;"Anori_1_2"
"4482";"Anori";"11_831";17,03;NA;0,629222222;12;48;"Anori_1_3"
"4489";"Anori";"11_838";10,79;15,26;0,578086944;5,5;58;"Anori_1_3"
"4494";"Anori";"11_843";12,89;17,42;0,52;12,5;52;"Anori_1_3"
"4499";"Anori";"11_848";11,56;NA;0,54;16,5;59;"Anori_1_3"
"4504";"Anori";"11_853";12,19;NA;0,812257292;17,5;52;"Anori_1_3"
"4510";"Anori";"11_859";10,82;13,6;0,405041667;15,5;66;"Anori_1_4"
"4516";"Anori";"11_865";16,81;NA;0,590804235;4,5;61,5;"Anori_1_4"
"4521";"Anori";"11_870";18,46;NA;0,590804235;3;75,5;"Anori_1_4"
"4527";"Anori";"11_878";14,39;NA;0,590804235;19;81;"Anori_1_5"
"4534";"Anori";"11_885";17,63;14,92;0,52;4;86;"Anori_1_5"
"4540";"Anori";"11_892";14,48;20,73;0,590804235;1;85;"Anori_1_5"
"4545";"Anori";"11_898";17,89;14,4;0,578086944;4;99,5;"Anori_1_5"
"6236";"Anori";"11_102A";15,06;NA;0,590804235;29,5;67,5;"Anori_2_4"
"6289";"Anori";"11_228B";10,22;NA;0,590804235;55,25;48,5;"Anori_3_3"
"6450";"Anori";"11_301A";25,21014299;NA;0,539081638;56,5;89,5;"Anori_3_5"
"6455";"Anori";"11_37A";18,65;NA;0,812257292;22,9677;28,2582;"Anori_2_2"
"6461";"Anori";"11_60A";15,88;NA;0,568825304;35;43,75;"Anori_2_3"
"8562";"Caicedo";"15_1";20,5;21;0,339835034;1,9631;1,3283;"Caicedo_1_1"
"8567";"Caicedo";"15_7";11,11;NA;0,514030303;1,3743;8,4439;"Caicedo_1_1"
"8572";"Caicedo";"15_13";63,5;NA;0,539081638;7,8265;6,4073;"Caicedo_1_1"
"8578";"Caicedo";"15_20";17,99;14;0,590804235;14,8877;15,5589;"Caicedo_1_1"
"8583";"Caicedo";"15_25";29,89;23;0,339835034;17,0109;10,4569;"Caicedo_1_1"
"8588";"Caicedo";"15_30";11,87;NA;0,611854167;13,4625;6,9337;"Caicedo_1_1"
"8593";"Caicedo";"15_35";19,74;NA;0,514030303;0,0553;21,1715;"Caicedo_1_2"
"8598";"Caicedo";"15_41";30,69;NA;0,539081638;1,7269;25,1421;"Caicedo_1_2"
"8603";"Caicedo";"15_47";25,24;NA;0,676428571;5,1463;28,5385;"Caicedo_1_2"
"8608";"Caicedo";"15_54";19,67;NA;0,539081638;7,1001;22,4463;"Caicedo_1_2"
"8613";"Caicedo";"15_59";15,76;18;0,539081638;3,4919;30,1861;"Caicedo_1_2"
"8618";"Caicedo";"15_64";13,88;NA;0,69;0,0663;34,9781;"Caicedo_1_2"
"8623";"Caicedo";"15_69";10,82;NA;0,539081638;5,8013;37,7137;"Caicedo_1_2"
"8628";"Caicedo";"15_75";15,28;NA;0,51175;9,2749;35,1445;"Caicedo_1_2"
"8633";"Caicedo";"15_80";20,25;NA;0,394552976;10,0343;33,6801;"Caicedo_1_2"
"8638";"Caicedo";"15_85";11,94;NA;0,69;11,8867;37,6343;"Caicedo_1_2"
"8643";"Caicedo";"15_90";11,62;NA;0,563114975;17,4013;32,2903;"Caicedo_1_2"
"8648";"Caicedo";"15_96";28,04;NA;0,539081638;12,9827;23,5735;"Caicedo_1_2"
"8653";"Caicedo";"15_101";11,3;NA;0,51175;12,9485;27,2545;"Caicedo_1_2"
"8658";"Caicedo";"15_107";12,06;15;0,578086944;18,6895;28,4293;"Caicedo_1_2"
"8663";"Caicedo";"15_113";33,26;NA;0,394552976;0,0665;43,9717;"Caicedo_1_3"
"8668";"Caicedo";"15_118";13,72;14;0,563114975;7,5579;45,0251;"Caicedo_1_3"
"8673";"Caicedo";"15_124";17,13;NA;0,611854167;9,4195;41,3759;"Caicedo_1_3"
"8678";"Caicedo";"15_129";16,27;NA;0,590804235;5,9977;42,0091;"Caicedo_1_3"
"8683";"Caicedo";"15_134";12,86;NA;0,615666667;4,2699;53,6241;"Caicedo_1_3"
"8688";"Caicedo";"15_139";16,46;21,75;0,611854167;1,4843;52,2909;"Caicedo_1_3"
"8693";"Caicedo";"15_144";24,89;NA;0,676428571;3,9763;58,9439;"Caicedo_1_3"
"8698";"Caicedo";"15_149";21,17;NA;0,504583333;6,4445;57,1263;"Caicedo_1_3"
"8703";"Caicedo";"15_157";14,9;15,2;0,563114975;12,5663;52,7097;"Caicedo_1_3"
"8708";"Caicedo";"15_162";16,58;16;0,453333333;10,4607;59,1855;"Caicedo_1_3"
"8713";"Caicedo";"15_167";14,17;NA;0,611854167;18,2725;55,0605;"Caicedo_1_3"
"8718";"Caicedo";"15_172";19,74;13,75;0,611854167;10,2635;44,9927;"Caicedo_1_3"
"8723";"Caicedo";"15_177";10,38;NA;0,55;18,0277;49,7115;"Caicedo_1_3"
"8728";"Caicedo";"15_182";11,05;NA;0,539081638;18,6747;44,1275;"Caicedo_1_3"
"8733";"Caicedo";"15_187";18,46;14,75;0,539081638;18,8055;40,0637;"Caicedo_1_3"
"8738";"Caicedo";"15_193";11,81;NA;0,539081638;3,0725;61,2337;"Caicedo_1_4"
"8743";"Caicedo";"15_198";26,61;14;0,539081638;0,0787;65,2173;"Caicedo_1_4"
"8748";"Caicedo";"15_203";15,09;NA;0,611854167;2,8925;69,7259;"Caicedo_1_4"
"8753";"Caicedo";"15_208";15,15;15;0,611854167;8,0541;62,5107;"Caicedo_1_4"
"8758";"Caicedo";"15_215";19,04;NA;0,51175;4,4447;74,0065;"Caicedo_1_4"
"8763";"Caicedo";"15_220";16,52;13,5;0,4075;2,7371;76,8423;"Caicedo_1_4"
"8768";"Caicedo";"15_226";33,42;24;0,453333333;12,7903;73,0599;"Caicedo_1_4"
"8773";"Caicedo";"15_231";40,04;14;0,676428571;16,6555;77,1105;"Caicedo_1_4"
"8778";"Caicedo";"15_236";16,49;16,7;0,611854167;16,1593;70,3089;"Caicedo_1_4"
"8783";"Caicedo";"15_242";12,86;NA;0,611854167;11,9519;64,8865;"Caicedo_1_4"
"8788";"Caicedo";"15_248";12,13;NA;0,611854167;18,7209;69,1711;"Caicedo_1_4"
"8793";"Caicedo";"15_255";10,19;NA;0,678;15,3021;61,3037;"Caicedo_1_4"
"8798";"Caicedo";"15_260";26,64;14;0,676428571;1,2041;82,9557;"Caicedo_1_5"
"8803";"Caicedo";"15_265";22,79;17;0,539081638;8,9905;89,3215;"Caicedo_1_5"
"8808";"Caicedo";"15_270";12,41;NA;0,55;8,7441;81,9559;"Caicedo_1_5"
"8813";"Caicedo";"15_275";15,57;14;0,611854167;2,0397;91,9269;"Caicedo_1_5"
"8818";"Caicedo";"15_280";16,71;NA;0,590804235;8,6449;98,6511;"Caicedo_1_5"
"8823";"Caicedo";"15_285";18,62;12;0,71;14,1329;93,0551;"Caicedo_1_5"
"8828";"Caicedo";"15_290";11,59;NA;0,590804235;18,5927;97,4235;"Caicedo_1_5"
"8833";"Caicedo";"15_295";21,1;15;0,611854167;16,8573;90,1151;"Caicedo_1_5"
"8838";"Caicedo";"15_300";10,19;12;0,563114975;11,3247;80,1855;"Caicedo_1_5"
"8843";"Caicedo";"15_305";16,01;16;0,611854167;19,5957;80,7957;"Caicedo_1_5"
"8849";"Caicedo";"15_312";14,67;14;0,43;29,8019;1,9761;"Caicedo_2_1"
"8854";"Caicedo";"15_318";19,19;15;0,590804235;22,7561;15,8491;"Caicedo_2_1"
"8859";"Caicedo";"15_323";10,66;NA;0,590804235;25,9941;13,9615;"Caicedo_2_1"
"8864";"Caicedo";"15_328";12,29;17;0,419833333;30,4389;16,0759;"Caicedo_2_1"
"8870";"Caicedo";"15_335";19,74;17;0,590804235;36,3957;10,7219;"Caicedo_2_1"
"8875";"Caicedo";"15_341";39,41;30;0,5893125;35,1321;9,0529;"Caicedo_2_1"
"8880";"Caicedo";"15_346";10,47;13;0,453333333;35,9561;5,5801;"Caicedo_2_1"
"8885";"Caicedo";"15_351";11,84;NA;0,563114975;24,1189;20,4387;"Caicedo_2_2"
"8890";"Caicedo";"15_356";20,25;NA;0,539081638;24,6621;27,7323;"Caicedo_2_2"
